year,quarter,rank,big_area,Location type,small_area,registeredUsers
2019,4,5,odisha,districts,jajapur,332074
2019,4,6,odisha,districts,puri,285955
2019,4,7,odisha,districts,sundargarh,284913
2019,4,8,odisha,districts,bhadrak,243586
2019,4,9,odisha,districts,kendujhar,234041
2019,4,10,odisha,districts,anugul,211167
2019,4,1,odisha,pincodes,751002,65273
2019,4,2,odisha,pincodes,751024,64962
2019,4,3,odisha,pincodes,751006,60335
2019,4,4,odisha,pincodes,760001,54397
2019,4,5,odisha,pincodes,751012,53435
2019,4,6,odisha,pincodes,756001,52618
2019,4,7,odisha,pincodes,753001,52023
2019,4,8,odisha,pincodes,751003,48967
2019,4,9,odisha,pincodes,751019,46593
2019,4,10,odisha,pincodes,752001,44147
2019,4,1,puducherry,districts,puducherry,173175
2019,4,2,puducherry,districts,karaikal,18134
2019,4,3,puducherry,districts,yanam,8287
2019,4,4,puducherry,districts,mahe,4696
2019,4,1,puducherry,pincodes,605110,22470
2019,4,2,puducherry,pincodes,605008,16680
2019,4,3,puducherry,pincodes,605107,16318
2019,4,4,puducherry,pincodes,605004,15963
2019,4,5,puducherry,pincodes,605009,13635
2019,4,6,puducherry,pincodes,605011,11461
2019,4,7,puducherry,pincodes,605001,10910
2019,4,8,puducherry,pincodes,605013,10207
2019,4,9,puducherry,pincodes,605010,10117
2019,4,10,puducherry,pincodes,605007,9513
2019,4,1,punjab,districts,ludhiana,671579
2019,4,2,punjab,districts,sas nagar,422041
2019,4,3,punjab,districts,amritsar,268663
2019,4,4,punjab,districts,patiala,256911
2019,4,5,punjab,districts,jalandhar,251259
2019,4,6,punjab,districts,bathinda,180722
2019,4,7,punjab,districts,fazilka,149868
2019,4,8,punjab,districts,sangrur,143162
2019,4,9,punjab,districts,hoshiarpur,113296
2019,4,10,punjab,districts,gurdaspur,100393
2019,4,1,punjab,pincodes,143001,181854
2019,4,2,punjab,pincodes,141008,95986
2019,4,3,punjab,pincodes,141001,65261
2019,4,4,punjab,pincodes,140603,63297
2019,4,5,punjab,pincodes,147001,60870
2019,4,6,punjab,pincodes,140301,60612
2019,4,7,punjab,pincodes,141003,53849
2019,4,8,punjab,pincodes,145001,48845
2019,4,9,punjab,pincodes,144001,45418
2019,4,10,punjab,pincodes,151001,44790
2019,4,1,rajasthan,districts,jaipur,2746860
2019,4,2,rajasthan,districts,alwar,742956
2019,4,3,rajasthan,districts,jodhpur,622601
2019,4,4,rajasthan,districts,sikar,464940
2019,4,5,rajasthan,districts,kota,441496
2019,4,6,rajasthan,districts,ajmer,426926
2019,4,7,rajasthan,districts,bhilwara,394803
2019,4,8,rajasthan,districts,nagaur,383582
2019,4,9,rajasthan,districts,udaipur,378564
2019,4,10,rajasthan,districts,jhunjhunu,344011
2019,4,1,rajasthan,pincodes,302012,201766
2019,4,2,rajasthan,pincodes,302029,146384
2019,4,3,rajasthan,pincodes,311001,143656
2019,4,4,rajasthan,pincodes,302020,140229
2019,4,5,rajasthan,pincodes,302001,128922
2019,4,6,rajasthan,pincodes,302015,126802
2019,4,7,rajasthan,pincodes,301001,122776
2019,4,8,rajasthan,pincodes,302017,122407
2019,4,9,rajasthan,pincodes,313001,115454
2019,4,10,rajasthan,pincodes,334001,112040
2019,4,1,sikkim,districts,east,55340
2019,4,2,sikkim,districts,south,18461
2019,4,3,sikkim,districts,west,11078
2019,4,4,sikkim,districts,north,8093
2019,4,1,sikkim,pincodes,737101,15223
2019,4,2,sikkim,pincodes,737102,11002
2019,4,3,sikkim,pincodes,737134,8964
2019,4,4,sikkim,pincodes,737132,8456
2019,4,5,sikkim,pincodes,737135,7240
2019,4,6,sikkim,pincodes,737126,6464
2019,4,7,sikkim,pincodes,737113,5181
2019,4,8,sikkim,pincodes,737120,4869
2019,4,9,sikkim,pincodes,737103,3999
2019,4,10,sikkim,pincodes,737121,3995
2019,4,1,tamil-nadu,districts,chennai,1216610
2019,4,2,tamil-nadu,districts,thiruvallur,934744
2019,4,3,tamil-nadu,districts,chengalpattu,829575
2019,4,4,tamil-nadu,districts,coimbatore,767480
2019,4,5,tamil-nadu,districts,kancheepuram,564806
2019,4,6,tamil-nadu,districts,tiruppur,427694
2019,4,7,tamil-nadu,districts,salem,390301
2019,4,8,tamil-nadu,districts,madurai,351234
2019,4,9,tamil-nadu,districts,krishnagiri,335178
2019,4,10,tamil-nadu,districts,tiruchirappalli,299366
2019,4,1,tamil-nadu,pincodes,641602,75544
2019,4,2,tamil-nadu,pincodes,600100,72286
2019,4,3,tamil-nadu,pincodes,635109,72159
2019,4,4,tamil-nadu,pincodes,602105,70089
2019,4,5,tamil-nadu,pincodes,600003,67897
2019,4,6,tamil-nadu,pincodes,600056,60936
2019,4,7,tamil-nadu,pincodes,635126,60812
2019,4,8,tamil-nadu,pincodes,600042,56848
2019,4,9,tamil-nadu,pincodes,600053,56622
2019,4,10,tamil-nadu,pincodes,600116,55253
2019,4,1,telangana,districts,hyderabad,2283903
2019,4,2,telangana,districts,rangareddy,2001437
2019,4,3,telangana,districts,medchal malkajgiri,1714832
2019,4,4,telangana,districts,sangareddy,493353
2019,4,5,telangana,districts,warangal urban,421970
2019,4,6,telangana,districts,nalgonda,312849
2019,4,7,telangana,districts,karimnagar,305507
2019,4,8,telangana,districts,khammam,304804
2019,4,9,telangana,districts,nizamabad,284623
2019,4,10,telangana,districts,siddipet,221164
2019,4,1,telangana,pincodes,500072,279498
2019,4,2,telangana,pincodes,500018,165518
2019,4,3,telangana,pincodes,505001,163234
2019,4,4,telangana,pincodes,500055,137330
2019,4,5,telangana,pincodes,500008,136530
2019,4,6,telangana,pincodes,500039,131225
2019,4,7,telangana,pincodes,500037,127455
2019,4,8,telangana,pincodes,500016,124539
2019,4,9,telangana,pincodes,500032,120627
2019,4,10,telangana,pincodes,502032,119900
2019,4,1,tripura,districts,west tripura,114108
2019,4,2,tripura,districts,south tripura,29753
2019,4,3,tripura,districts,sepahijala,27322
2019,4,4,tripura,districts,north tripura,25703
2019,4,5,tripura,districts,gomati,24160
2019,4,6,tripura,districts,dhalai,20609
2019,4,7,tripura,districts,khowai,16819
2019,4,8,tripura,districts,unakoti,13824
2019,4,1,tripura,pincodes,799001,20197
2019,4,2,tripura,pincodes,799003,16676
2019,4,3,tripura,pincodes,799006,9937
2019,4,4,tripura,pincodes,799002,8739
2019,4,5,tripura,pincodes,799102,8512
2019,4,6,tripura,pincodes,799114,8365
2019,4,7,tripura,pincodes,799004,8090
2019,4,8,tripura,pincodes,799155,8025
2019,4,9,tripura,pincodes,799007,7836
2019,4,10,tripura,pincodes,799205,6624
2019,4,1,uttar-pradesh,districts,gautam buddha nagar,1537791
2019,4,2,uttar-pradesh,districts,lucknow,1221681
2019,4,3,uttar-pradesh,districts,ghaziabad,1189357
2019,4,4,uttar-pradesh,districts,prayagraj,738307
2019,4,5,uttar-pradesh,districts,kanpur nagar,718251
2019,4,6,uttar-pradesh,districts,varanasi,706509
2019,4,7,uttar-pradesh,districts,agra,593453
2019,4,8,uttar-pradesh,districts,gorakhpur,483523
2019,4,9,uttar-pradesh,districts,meerut,455353
2019,4,10,uttar-pradesh,districts,bareilly,398897
2019,4,1,uttar-pradesh,pincodes,201301,398548
2019,4,2,uttar-pradesh,pincodes,201009,198846
2019,4,3,uttar-pradesh,pincodes,201307,177022
2019,4,4,uttar-pradesh,pincodes,201318,157783
2019,4,5,uttar-pradesh,pincodes,201102,156516
2019,4,6,uttar-pradesh,pincodes,211002,149208
2019,4,7,uttar-pradesh,pincodes,250001,142373
2019,4,8,uttar-pradesh,pincodes,201304,132136
2019,4,9,uttar-pradesh,pincodes,247001,128979
2019,4,10,uttar-pradesh,pincodes,201308,126492
2019,4,1,uttarakhand,districts,dehradun,537026
2019,4,2,uttarakhand,districts,haridwar,368737
2019,4,3,uttarakhand,districts,udham singh nagar,319839
2019,4,4,uttarakhand,districts,nainital,169212
2019,4,5,uttarakhand,districts,pauri garhwal,81489
2019,4,6,uttarakhand,districts,tehri garhwal,58542
2019,4,7,uttarakhand,districts,almora,49664
2019,4,8,uttarakhand,districts,pithoragarh,40980
2019,4,9,uttarakhand,districts,chamoli,35948
2019,4,10,uttarakhand,districts,uttarkashi,28653
2019,4,1,uttarakhand,pincodes,248001,152499
2019,4,2,uttarakhand,pincodes,263153,92876
2019,4,3,uttarakhand,pincodes,263139,90316
2019,4,4,uttarakhand,pincodes,249403,67433
2019,4,5,uttarakhand,pincodes,247667,66153
2019,4,6,uttarakhand,pincodes,244713,55168
2019,4,7,uttarakhand,pincodes,248007,48633
2019,4,8,uttarakhand,pincodes,248008,33613
2019,4,9,uttarakhand,pincodes,263148,32479
2019,4,10,uttarakhand,pincodes,249404,31967
2019,4,1,west-bengal,districts,north twenty four parganas,1638605
2019,4,2,west-bengal,districts,kolkata,1238698
2019,4,3,west-bengal,districts,murshidabad,750671
2019,4,4,west-bengal,districts,south twenty four parganas,741375
2019,4,5,west-bengal,districts,hooghly,694972
2019,4,6,west-bengal,districts,howrah,597553
2019,4,7,west-bengal,districts,purba medinipur,573088
2019,4,8,west-bengal,districts,nadia,571859
2019,4,9,west-bengal,districts,paschim medinipur,520047
2019,4,10,west-bengal,districts,paschim bardhaman,492425
2019,4,1,west-bengal,pincodes,711101,72920
2019,4,2,west-bengal,pincodes,700006,63522
2019,4,3,west-bengal,pincodes,700135,56786
2019,4,4,west-bengal,pincodes,700156,56363
2019,4,5,west-bengal,pincodes,700021,53381
2019,4,6,west-bengal,pincodes,700091,52114
2019,4,7,west-bengal,pincodes,721101,48860
2019,4,8,west-bengal,pincodes,700039,48153
2019,4,9,west-bengal,pincodes,700015,47696
2019,4,10,west-bengal,pincodes,700019,45694
2020,1,1,andaman-&-nicobar-islands,districts,south andaman,24174
2020,1,2,andaman-&-nicobar-islands,districts,north and middle andaman,3315
2020,1,3,andaman-&-nicobar-islands,districts,nicobars,879
2020,1,1,andaman-&-nicobar-islands,pincodes,744103,6108
2020,1,2,andaman-&-nicobar-islands,pincodes,744101,4689
2020,1,3,andaman-&-nicobar-islands,pincodes,744105,4684
2020,1,4,andaman-&-nicobar-islands,pincodes,744102,3727
2020,1,5,andaman-&-nicobar-islands,pincodes,744202,1216
2020,1,6,andaman-&-nicobar-islands,pincodes,744104,1154
2020,1,7,andaman-&-nicobar-islands,pincodes,744107,1062
2020,1,8,andaman-&-nicobar-islands,pincodes,744112,889
2020,1,9,andaman-&-nicobar-islands,pincodes,744211,886
2020,1,10,andaman-&-nicobar-islands,pincodes,744301,669
2020,1,1,andhra-pradesh,districts,visakhapatnam,1763581
2020,1,2,andhra-pradesh,districts,krishna,1331602
2020,1,3,andhra-pradesh,districts,east godavari,1329664
2020,1,4,andhra-pradesh,districts,guntur,1289678
2020,1,5,andhra-pradesh,districts,chittoor,1270907
2020,1,6,andhra-pradesh,districts,anantapur,971850
2020,1,7,andhra-pradesh,districts,kurnool,936293
2020,1,8,andhra-pradesh,districts,west godavari,843835
2020,1,9,andhra-pradesh,districts,spsr nellore,775440
2020,1,10,andhra-pradesh,districts,prakasam,748655
2020,1,1,andhra-pradesh,pincodes,517501,146823
2020,1,2,andhra-pradesh,pincodes,517507,129214
2020,1,3,andhra-pradesh,pincodes,530016,114042
2020,1,4,andhra-pradesh,pincodes,515001,111359
2020,1,5,andhra-pradesh,pincodes,518002,102905
2020,1,6,andhra-pradesh,pincodes,516001,102893
2020,1,7,andhra-pradesh,pincodes,516360,89774
2020,1,8,andhra-pradesh,pincodes,530026,87449
2020,1,9,andhra-pradesh,pincodes,524002,85878
2020,1,10,andhra-pradesh,pincodes,520010,85779
2020,1,1,arunachal-pradesh,districts,papum pare,51342
2020,1,2,arunachal-pradesh,districts,west kameng,13983
2020,1,3,arunachal-pradesh,districts,east siang,11298
2020,1,4,arunachal-pradesh,districts,changlang,11262
2020,1,5,arunachal-pradesh,districts,lohit,8454
2020,1,6,arunachal-pradesh,districts,tawang,8048
2020,1,7,arunachal-pradesh,districts,namsai,6029
2020,1,8,arunachal-pradesh,districts,west siang,5757
2020,1,9,arunachal-pradesh,districts,lower dibang valley,4650
2020,1,10,arunachal-pradesh,districts,lower subansiri,4351
2020,1,1,arunachal-pradesh,pincodes,791110,15867
2020,1,2,arunachal-pradesh,pincodes,791111,14888
2020,1,3,arunachal-pradesh,pincodes,791113,10049
2020,1,4,arunachal-pradesh,pincodes,791102,9584
2020,1,5,arunachal-pradesh,pincodes,792103,6949
2020,1,6,arunachal-pradesh,pincodes,791001,6631
2020,1,7,arunachal-pradesh,pincodes,790104,6108
2020,1,8,arunachal-pradesh,pincodes,792001,6044
2020,1,9,arunachal-pradesh,pincodes,791109,4808
2020,1,10,arunachal-pradesh,pincodes,792110,4690
2020,1,1,assam,districts,kamrup metropolitan,412013
2020,1,2,assam,districts,nagaon,129371
2020,1,3,assam,districts,barpeta,116286
2020,1,4,assam,districts,cachar,111470
2020,1,5,assam,districts,sonitpur,105050
2020,1,6,assam,districts,dibrugarh,104663
2020,1,7,assam,districts,kamrup,95973
2020,1,8,assam,districts,tinsukia,86763
2020,1,9,assam,districts,jorhat,78731
2020,1,10,assam,districts,dhubri,62477
2020,1,1,assam,pincodes,781032,33205
2020,1,2,assam,pincodes,781022,26607
2020,1,3,assam,pincodes,781001,24106
2020,1,4,assam,pincodes,781038,21242
2020,1,5,assam,pincodes,783380,19871
2020,1,6,assam,pincodes,781011,19355
2020,1,7,assam,pincodes,785001,19193
2020,1,8,assam,pincodes,781009,18666
2020,1,9,assam,pincodes,786001,18552
2020,1,10,assam,pincodes,781028,17121
2020,1,1,bihar,districts,patna,1397342
2020,1,2,bihar,districts,muzaffarpur,498548
2020,1,3,bihar,districts,purbi champaran,431458
2020,1,4,bihar,districts,gaya,398678
2020,1,5,bihar,districts,saran,335039
2020,1,6,bihar,districts,samastipur,334935
2020,1,7,bihar,districts,pashchim champaran,334931
2020,1,8,bihar,districts,darbhanga,332707
2020,1,9,bihar,districts,madhubani,328630
2020,1,10,bihar,districts,vaishali,312949
2020,1,1,bihar,pincodes,800001,226061
2020,1,2,bihar,pincodes,800006,149937
2020,1,3,bihar,pincodes,800020,135524
2020,1,4,bihar,pincodes,845401,105308
2020,1,5,bihar,pincodes,845438,85599
2020,1,6,bihar,pincodes,823001,78258
2020,1,7,bihar,pincodes,842001,70891
2020,1,8,bihar,pincodes,801503,66952
2020,1,9,bihar,pincodes,846004,66311
2020,1,10,bihar,pincodes,802301,66179
2020,1,1,chandigarh,districts,chandigarh,312887
2020,1,1,chandigarh,pincodes,160101,43456
2020,1,2,chandigarh,pincodes,160002,37722
2020,1,3,chandigarh,pincodes,160036,33042
2020,1,4,chandigarh,pincodes,160047,31101
2020,1,5,chandigarh,pincodes,160022,25119
2020,1,6,chandigarh,pincodes,160014,21073
2020,1,7,chandigarh,pincodes,160011,12511
2020,1,8,chandigarh,pincodes,160015,12196
2020,1,9,chandigarh,pincodes,160030,11732
2020,1,10,chandigarh,pincodes,160019,11241
2020,1,1,chhattisgarh,districts,raipur,559412
2020,1,2,chhattisgarh,districts,durg,353311
2020,1,3,chhattisgarh,districts,bilaspur,284320
2020,1,4,chhattisgarh,districts,raigarh,208338
2020,1,5,chhattisgarh,districts,janjgir champa,199431
2020,1,6,chhattisgarh,districts,korba,163500
2020,1,7,chhattisgarh,districts,rajnandgaon,126699
2020,1,8,chhattisgarh,districts,baloda bazar,115907
2020,1,9,chhattisgarh,districts,surguja,98711
2020,1,10,chhattisgarh,districts,mahasamund,89942
2020,1,1,chhattisgarh,pincodes,492001,140048
2020,1,2,chhattisgarh,pincodes,495001,110715
2020,1,3,chhattisgarh,pincodes,497001,74566
2020,1,4,chhattisgarh,pincodes,491001,65631
2020,1,5,chhattisgarh,pincodes,491441,55399
2020,1,6,chhattisgarh,pincodes,496005,54386
2020,1,7,chhattisgarh,pincodes,490023,52266
2020,1,8,chhattisgarh,pincodes,492009,51146
2020,1,9,chhattisgarh,pincodes,490006,45425
2020,1,10,chhattisgarh,pincodes,495450,42930
2020,1,1,dadra-&-nagar-haveli-&-daman-&-diu,districts,dadra and nagar haveli,130255
2020,1,2,dadra-&-nagar-haveli-&-daman-&-diu,districts,daman,80329
2020,1,3,dadra-&-nagar-haveli-&-daman-&-diu,districts,diu,7912
2020,1,1,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396230,107112
2020,1,2,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396210,50829
2020,1,3,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396215,28959
2020,1,4,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396235,23143
2020,1,5,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362520,4269
2020,1,6,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362571,2223
2020,1,7,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362540,1217
2020,1,8,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,396220,541
2020,1,9,dadra-&-nagar-haveli-&-daman-&-diu,pincodes,362570,203
2020,1,1,delhi,districts,west,1160353
2020,1,2,delhi,districts,south east delhi,947535
2020,1,3,delhi,districts,north west,814249
2020,1,4,delhi,districts,new delhi,810489
2020,1,5,delhi,districts,central delhi,765149
2020,1,6,delhi,districts,north,648654
2020,1,7,delhi,districts,south west,644981
2020,1,8,delhi,districts,east,604768
2020,1,9,delhi,districts,south,570329
2020,1,10,delhi,districts,shahdara,460186
2020,1,1,delhi,pincodes,110059,342152
2020,1,2,delhi,pincodes,110092,280039
2020,1,3,delhi,pincodes,110086,226703
2020,1,4,delhi,pincodes,110044,207511
2020,1,5,delhi,pincodes,110085,200098
2020,1,6,delhi,pincodes,110041,194243
2020,1,7,delhi,pincodes,110096,187975
2020,1,8,delhi,pincodes,110094,175645
2020,1,9,delhi,pincodes,110001,171087
2020,1,10,delhi,pincodes,110053,170522
2020,1,1,goa,districts,north goa,244309
2020,1,2,goa,districts,south goa,147591
2020,1,1,goa,pincodes,403516,23160
2020,1,2,goa,pincodes,403001,22905
2020,1,3,goa,pincodes,403601,22252
2020,1,4,goa,pincodes,403401,20276
2020,1,5,goa,pincodes,403722,16611
2020,1,6,goa,pincodes,403507,16487
2020,1,7,goa,pincodes,403802,16084
2020,1,8,goa,pincodes,403521,12266
2020,1,9,goa,pincodes,403512,9989
2020,1,10,goa,pincodes,403515,9727
2020,1,1,gujarat,districts,ahmadabad,2185983
2020,1,2,gujarat,districts,surat,1772703
2020,1,3,gujarat,districts,vadodara,763969
2020,1,4,gujarat,districts,rajkot,469636
2020,1,5,gujarat,districts,gandhinagar,445290
2020,1,6,gujarat,districts,banas kantha,386212
2020,1,7,gujarat,districts,bharuch,384819
2020,1,8,gujarat,districts,mahesana,349897
2020,1,9,gujarat,districts,kachchh,347270
2020,1,10,gujarat,districts,valsad,330053
2020,1,1,gujarat,pincodes,395006,230047
2020,1,2,gujarat,pincodes,395010,149506
2020,1,3,gujarat,pincodes,394210,137283
2020,1,4,gujarat,pincodes,395004,110684
2020,1,5,gujarat,pincodes,395003,106915
2020,1,6,gujarat,pincodes,382350,106647
2020,1,7,gujarat,pincodes,396191,90365
2020,1,8,gujarat,pincodes,382415,86315
2020,1,9,gujarat,pincodes,382481,84353
2020,1,10,gujarat,pincodes,382345,82048
2020,1,1,haryana,districts,gurugram,1700505
2020,1,2,haryana,districts,faridabad,935992
2020,1,3,haryana,districts,hisar,382469
2020,1,4,haryana,districts,sonipat,325111
2020,1,5,haryana,districts,rewari,323001
2020,1,6,haryana,districts,panipat,293916
2020,1,7,haryana,districts,karnal,283270
2020,1,8,haryana,districts,palwal,233542
2020,1,9,haryana,districts,rohtak,231317
2020,1,10,haryana,districts,jhajjar,230059
2020,1,1,haryana,pincodes,122001,277400
2020,1,2,haryana,pincodes,121004,220431
2020,1,3,haryana,pincodes,121003,183564
2020,1,4,haryana,pincodes,121001,177159
2020,1,5,haryana,pincodes,122006,147672
2020,1,6,haryana,pincodes,122002,146453
2020,1,7,haryana,pincodes,121102,129418
2020,1,8,haryana,pincodes,124001,126121
2020,1,9,haryana,pincodes,123401,124071
2020,1,10,haryana,pincodes,122004,120068
2020,1,1,himachal-pradesh,districts,solan,220293
2020,1,2,himachal-pradesh,districts,kangra,205367
2020,1,3,himachal-pradesh,districts,shimla,139890
2020,1,4,himachal-pradesh,districts,mandi,124971
2020,1,5,himachal-pradesh,districts,sirmaur,77972
2020,1,6,himachal-pradesh,districts,kullu,74668
2020,1,7,himachal-pradesh,districts,hamirpur,73945
2020,1,8,himachal-pradesh,districts,una,68564
2020,1,9,himachal-pradesh,districts,bilaspur,54024
2020,1,10,himachal-pradesh,districts,chamba,50169
2020,1,1,himachal-pradesh,pincodes,173205,85023
2020,1,2,himachal-pradesh,pincodes,174101,43696
2020,1,3,himachal-pradesh,pincodes,173025,27182
2020,1,4,himachal-pradesh,pincodes,173212,20947
2020,1,5,himachal-pradesh,pincodes,175131,19230
2020,1,6,himachal-pradesh,pincodes,171001,17895
2020,1,7,himachal-pradesh,pincodes,175001,15177
2020,1,8,himachal-pradesh,pincodes,176001,14023
2020,1,9,himachal-pradesh,pincodes,174303,13586
2020,1,10,himachal-pradesh,pincodes,176310,13081
2020,1,1,jammu-&-kashmir,districts,jammu,191031
2020,1,2,jammu-&-kashmir,districts,srinagar,70755
2020,1,3,jammu-&-kashmir,districts,baramulla,59123
2020,1,4,jammu-&-kashmir,districts,budgam,44636
2020,1,5,jammu-&-kashmir,districts,anantnag,39513
2020,1,6,jammu-&-kashmir,districts,kathua,37300
2020,1,7,jammu-&-kashmir,districts,kupwara,36690
2020,1,8,jammu-&-kashmir,districts,udhampur,35408
2020,1,9,jammu-&-kashmir,districts,samba,31570
2020,1,10,jammu-&-kashmir,districts,pulwama,30796
2020,1,1,jammu-&-kashmir,pincodes,182101,20047
2020,1,2,jammu-&-kashmir,pincodes,180001,15358
2020,1,3,jammu-&-kashmir,pincodes,193201,15255
2020,1,4,jammu-&-kashmir,pincodes,192231,12168
2020,1,5,jammu-&-kashmir,pincodes,180020,11937
2020,1,6,jammu-&-kashmir,pincodes,180005,11815
2020,1,7,jammu-&-kashmir,pincodes,190001,11750
2020,1,8,jammu-&-kashmir,pincodes,181133,11049
2020,1,9,jammu-&-kashmir,pincodes,180012,10825
2020,1,10,jammu-&-kashmir,pincodes,191111,10439
2020,1,1,jharkhand,districts,ranchi,602664
2020,1,2,jharkhand,districts,dhanbad,479075
2020,1,3,jharkhand,districts,east singhbhum,398663
2020,1,4,jharkhand,districts,bokaro,352220
2020,1,5,jharkhand,districts,hazaribagh,248710
2020,1,6,jharkhand,districts,giridih,195939
2020,1,7,jharkhand,districts,deoghar,179746
2020,1,8,jharkhand,districts,palamu,161215
2020,1,9,jharkhand,districts,ramgarh,149467
2020,1,10,jharkhand,districts,saraikela kharsawan,124479
2020,1,1,jharkhand,pincodes,834001,171313
2020,1,2,jharkhand,pincodes,826001,84718
2020,1,3,jharkhand,pincodes,827013,70085
2020,1,4,jharkhand,pincodes,831001,56392
2020,1,5,jharkhand,pincodes,825303,52292
2020,1,6,jharkhand,pincodes,815353,47822
2020,1,7,jharkhand,pincodes,834002,46195
2020,1,8,jharkhand,pincodes,832108,43921
2020,1,9,jharkhand,pincodes,834008,37103
2020,1,10,jharkhand,pincodes,834005,36829
2020,1,1,karnataka,districts,bengaluru urban,7564577
2020,1,2,karnataka,districts,mysuru,764697
2020,1,3,karnataka,districts,belagavi,746925
2020,1,4,karnataka,districts,dharwad,502446
2020,1,5,karnataka,districts,tumakuru,488995
2020,1,6,karnataka,districts,dakshina kannada,481992
2020,1,7,karnataka,districts,ballari,481004
2020,1,8,karnataka,districts,bengaluru rural,455608
2020,1,9,karnataka,districts,kalaburagi,402676
2020,1,10,karnataka,districts,kolar,361750
2020,1,1,karnataka,pincodes,560068,334481
2020,1,2,karnataka,pincodes,560078,234102
2020,1,3,karnataka,pincodes,560076,225754
2020,1,4,karnataka,pincodes,560037,203140
2020,1,5,karnataka,pincodes,560100,202522
2020,1,6,karnataka,pincodes,560043,192017
2020,1,7,karnataka,pincodes,560058,187340
2020,1,8,karnataka,pincodes,560091,185405
2020,1,9,karnataka,pincodes,560064,170524
2020,1,10,karnataka,pincodes,560079,168340
2020,1,1,kerala,districts,ernakulam,716945
2020,1,2,kerala,districts,thiruvananthapuram,466301
2020,1,3,kerala,districts,kozhikode,404139
2020,1,4,kerala,districts,malappuram,387405
2020,1,5,kerala,districts,thrissur,349437
2020,1,6,kerala,districts,kannur,282719
2020,1,7,kerala,districts,palakkad,277861
2020,1,8,kerala,districts,kollam,265751
2020,1,9,kerala,districts,alappuzha,235048
2020,1,10,kerala,districts,kottayam,229263
2020,1,1,kerala,pincodes,682042,24196
2020,1,2,kerala,pincodes,695001,23318
2020,1,3,kerala,pincodes,682024,21814
2020,1,4,kerala,pincodes,682025,19682
2020,1,5,kerala,pincodes,682020,19029
2020,1,6,kerala,pincodes,682035,18386
2020,1,7,kerala,pincodes,682032,17081
2020,1,8,kerala,pincodes,673032,16527
2020,1,9,kerala,pincodes,682301,15989
2020,1,10,kerala,pincodes,670645,15732
2020,1,1,ladakh,districts,leh ladakh,38079
2020,1,2,ladakh,districts,kargil,9711
2020,1,1,ladakh,pincodes,194104,10826
2020,1,2,ladakh,pincodes,194101,9668
2020,1,3,ladakh,pincodes,194201,7470
2020,1,4,ladakh,pincodes,194107,3617
2020,1,5,ladakh,pincodes,194103,3320
2020,1,6,ladakh,pincodes,194401,3216
2020,1,7,ladakh,pincodes,194102,2152
2020,1,8,ladakh,pincodes,194105,1776
2020,1,9,ladakh,pincodes,194106,1403
2020,1,10,ladakh,pincodes,194703,1207
2020,1,1,lakshadweep,districts,lakshadweep,2772
2020,1,1,lakshadweep,pincodes,682555,1032
2020,1,2,lakshadweep,pincodes,682551,633
2020,1,3,lakshadweep,pincodes,682557,332
2020,1,4,lakshadweep,pincodes,682552,248
2020,1,5,lakshadweep,pincodes,682556,227
2020,1,6,lakshadweep,pincodes,682559,200
2020,1,7,lakshadweep,pincodes,682554,89
2020,1,8,lakshadweep,pincodes,682558,11
2020,1,1,madhya-pradesh,districts,indore,1287857
2020,1,2,madhya-pradesh,districts,bhopal,1003288
2020,1,3,madhya-pradesh,districts,gwalior,506221
2020,1,4,madhya-pradesh,districts,jabalpur,462069
2020,1,5,madhya-pradesh,districts,ujjain,349476
2020,1,6,madhya-pradesh,districts,sagar,299753
2020,1,7,madhya-pradesh,districts,rewa,285832
2020,1,8,madhya-pradesh,districts,dhar,270891
2020,1,9,madhya-pradesh,districts,chhindwara,268008
2020,1,10,madhya-pradesh,districts,satna,253988
2020,1,1,madhya-pradesh,pincodes,482002,146207
2020,1,2,madhya-pradesh,pincodes,452001,144699
2020,1,3,madhya-pradesh,pincodes,455001,130830
2020,1,4,madhya-pradesh,pincodes,452010,129645
2020,1,5,madhya-pradesh,pincodes,462001,106091
2020,1,6,madhya-pradesh,pincodes,482001,101513
2020,1,7,madhya-pradesh,pincodes,457001,98886
2020,1,8,madhya-pradesh,pincodes,480001,94636
2020,1,9,madhya-pradesh,pincodes,485001,90615
2020,1,10,madhya-pradesh,pincodes,452016,89460
2020,1,1,maharashtra,districts,pune,4802397
2020,1,2,maharashtra,districts,thane,2878073
2020,1,3,maharashtra,districts,mumbai suburban,2843378
2020,1,4,maharashtra,districts,nashik,1448324
2020,1,5,maharashtra,districts,nagpur,1251510
2020,1,6,maharashtra,districts,mumbai,1054509
2020,1,7,maharashtra,districts,aurangabad,1046306
2020,1,8,maharashtra,districts,ahmednagar,905962
2020,1,9,maharashtra,districts,palghar,848560
2020,1,10,maharashtra,districts,raigad,830643
2020,1,1,maharashtra,pincodes,421302,270275
2020,1,2,maharashtra,pincodes,410501,212525
